,countryiso3code,date,value,indicator.value,country.value
1063,KHM,2010,11242275198.9783,GDP (current US$),Cambodia
1064,KHM,2009,10401851850.6108,GDP (current US$),Cambodia
1065,KHM,2008,10351914093.1723,GDP (current US$),Cambodia
1066,KHM,2007,8639235842.18075,GDP (current US$),Cambodia
1067,KHM,2006,7274595706.67154,GDP (current US$),Cambodia
1068,KHM,2005,6293046161.83262,GDP (current US$),Cambodia
1069,KHM,2004,5337833248.03924,GDP (current US$),Cambodia
1070,KHM,2003,4658246918.27092,GDP (current US$),Cambodia
1071,KHM,2002,4284028482.53766,GDP (current US$),Cambodia
1072,KHM,2001,3984000517.02345,GDP (current US$),Cambodia
1073,KHM,2000,3677897739.07628,GDP (current US$),Cambodia
1074,KHM,1999,3517242477.2285,GDP (current US$),Cambodia
1075,KHM,1998,3120425502.58253,GDP (current US$),Cambodia
1076,KHM,1997,3443413388.6909,GDP (current US$),Cambodia
1077,KHM,1996,3506695719.57259,GDP (current US$),Cambodia
1078,KHM,1995,3441205692.9166,GDP (current US$),Cambodia
1079,KHM,1994,2791435272.26653,GDP (current US$),Cambodia
1080,KHM,1993,2533727592.04165,GDP (current US$),Cambodia
1081,KHM,1992,,GDP (current US$),Cambodia
1082,KHM,1991,,GDP (current US$),Cambodia
1083,KHM,1990,,GDP (current US$),Cambodia
1084,KHM,1989,,GDP (current US$),Cambodia
1085,KHM,1988,,GDP (current US$),Cambodia
1086,KHM,1987,,GDP (current US$),Cambodia
1087,KHM,1986,,GDP (current US$),Cambodia
1088,CMR,2017,35009262788.15,GDP (current US$),Cameroon
1089,CMR,2016,32643697595.8378,GDP (current US$),Cameroon
1090,CMR,2015,30928653813.8538,GDP (current US$),Cameroon
1091,CMR,2014,34989493826.2179,GDP (current US$),Cameroon
1092,CMR,2013,32357345500.9885,GDP (current US$),Cameroon
1093,CMR,2012,29102772799.0038,GDP (current US$),Cameroon
1094,CMR,2011,29375448542.4466,GDP (current US$),Cameroon
1095,CMR,2010,26169323292.5278,GDP (current US$),Cameroon
1096,CMR,2009,26017925551.8426,GDP (current US$),Cameroon
1097,CMR,2008,26409781215.1844,GDP (current US$),Cameroon
1098,CMR,2007,22365265025.66,GDP (current US$),Cameroon
1099,CMR,2006,19356046327.8995,GDP (current US$),Cameroon
1100,CMR,2005,17944084201.4901,GDP (current US$),Cameroon
1101,CMR,2004,17430933517.2998,GDP (current US$),Cameroon
1102,CMR,2003,14548845764.5325,GDP (current US$),Cameroon
1103,CMR,2002,11579343088.1613,GDP (current US$),Cameroon
1104,CMR,2001,10371327756.4548,GDP (current US$),Cameroon
1105,CMR,2000,10083937740.0624,GDP (current US$),Cameroon
1106,CMR,1999,11198378749.4719,GDP (current US$),Cameroon
1107,CMR,1998,10612847429.35,GDP (current US$),Cameroon
1108,CMR,1997,10833497457.5123,GDP (current US$),Cameroon
1109,CMR,1996,10513387441.6194,GDP (current US$),Cameroon
1110,CMR,1995,9643953174.77349,GDP (current US$),Cameroon
1111,CMR,1994,10600157683.8412,GDP (current US$),Cameroon
1112,CMR,1993,15498179313.0425,GDP (current US$),Cameroon
1113,CMR,1992,11396310990.2197,GDP (current US$),Cameroon
1114,CMR,1991,12434370004.9586,GDP (current US$),Cameroon
1115,CMR,1990,11151578050.7356,GDP (current US$),Cameroon
1116,CMR,1989,11140055364.1502,GDP (current US$),Cameroon
1117,CMR,1988,12493286761.7341,GDP (current US$),Cameroon
1118,CMR,1987,12302471429.4318,GDP (current US$),Cameroon
1119,CMR,1986,10621158532.5193,GDP (current US$),Cameroon
1120,CAN,2017,1649878054226.82,GDP (current US$),Canada
1121,CAN,2016,1528243213982.08,GDP (current US$),Canada
1122,CAN,2015,1556129524418.21,GDP (current US$),Canada
1123,CAN,2014,1803533209844.65,GDP (current US$),Canada
1124,CAN,2013,1847208522155.34,GDP (current US$),Canada
1125,CAN,2012,1828689329348.99,GDP (current US$),Canada
1126,CAN,2011,1788647906047.76,GDP (current US$),Canada
1127,CAN,2010,1613464422811.13,GDP (current US$),Canada
1128,CAN,2009,1371153004986.44,GDP (current US$),Canada
1129,CAN,2008,1549131208997.19,GDP (current US$),Canada
1130,CAN,2007,1464977190205.75,GDP (current US$),Canada
1131,CAN,2006,1315415197461.21,GDP (current US$),Canada
1132,CAN,2005,1169357979864.66,GDP (current US$),Canada
1133,CAN,2004,1023196771714.07,GDP (current US$),Canada
1134,CAN,2003,892382413817.715,GDP (current US$),Canada
1135,CAN,2002,757950678646.53,GDP (current US$),Canada
1136,CAN,2001,736379777892.562,GDP (current US$),Canada
1137,CAN,2000,742295468318.632,GDP (current US$),Canada
1138,CAN,1999,676084000807.7,GDP (current US$),Canada
1139,CAN,1998,631813279406.808,GDP (current US$),Canada
1140,CAN,1997,652823920265.781,GDP (current US$),Canada
1141,CAN,1996,628546387972.131,GDP (current US$),Canada
1142,CAN,1995,604031623433.401,GDP (current US$),Canada
1143,CAN,1994,578139279437.61,GDP (current US$),Canada
1144,CAN,1993,577170761956.438,GDP (current US$),Canada
1145,CAN,1992,592387689252.916,GDP (current US$),Canada
1146,CAN,1991,610328183643.188,GDP (current US$),Canada
1147,CAN,1990,593929550908.468,GDP (current US$),Canada
1148,CAN,1989,565055743243.243,GDP (current US$),Canada
1149,CAN,1988,507354351182.254,GDP (current US$),Canada
1150,CAN,1987,431316742081.448,GDP (current US$),Canada
1151,CAN,1986,377437927311.983,GDP (current US$),Canada
1152,CYM,2017,5141833913.35653,GDP (current US$),Cayman Islands
1153,CYM,2016,4898908676.34705,GDP (current US$),Cayman Islands
1154,CYM,2015,4708336733.46934,GDP (current US$),Cayman Islands
1155,CYM,2014,4563017880.71523,GDP (current US$),Cayman Islands
1156,CYM,2013,4405954638.18553,GDP (current US$),Cayman Islands
1157,CYM,2012,4291159006.36025,GDP (current US$),Cayman Islands
1158,CYM,2011,4186223808.95236,GDP (current US$),Cayman Islands
1159,CYM,2010,4156935677.4271,GDP (current US$),Cayman Islands
1160,CYM,2009,4281813032.5213,GDP (current US$),Cayman Islands
1161,CYM,2008,4586172566.90268,GDP (current US$),Cayman Islands
1162,CYM,2007,4466503540.14161,GDP (current US$),Cayman Islands
1163,CYM,2006,4227798031.92128,GDP (current US$),Cayman Islands
1164,CYM,2005,,GDP (current US$),Cayman Islands
1165,CYM,2004,,GDP (current US$),Cayman Islands
1166,CYM,2003,,GDP (current US$),Cayman Islands
1167,CYM,2002,,GDP (current US$),Cayman Islands
1168,CYM,2001,,GDP (current US$),Cayman Islands
1169,CYM,2000,,GDP (current US$),Cayman Islands
1170,CYM,1999,,GDP (current US$),Cayman Islands
1171,CYM,1998,,GDP (current US$),Cayman Islands
1172,CYM,1997,,GDP (current US$),Cayman Islands
1173,CYM,1996,,GDP (current US$),Cayman Islands
1174,CYM,1995,,GDP (current US$),Cayman Islands
1175,CYM,1994,,GDP (current US$),Cayman Islands
1176,CYM,1993,,GDP (current US$),Cayman Islands
1177,CYM,1992,,GDP (current US$),Cayman Islands
1178,CYM,1991,,GDP (current US$),Cayman Islands
1179,CYM,1990,,GDP (current US$),Cayman Islands
1180,CYM,1989,,GDP (current US$),Cayman Islands
1181,CYM,1988,,GDP (current US$),Cayman Islands
1182,CYM,1987,,GDP (current US$),Cayman Islands
1183,CYM,1986,,GDP (current US$),Cayman Islands
1184,CAF,2017,2072350151.13061,GDP (current US$),Central African Republic
1185,CAF,2016,1825018190.85071,GDP (current US$),Central African Republic
1186,CAF,2015,1695825708.45604,GDP (current US$),Central African Republic
1187,CAF,2014,1894813504.52945,GDP (current US$),Central African Republic
1188,CAF,2013,1691544192.38242,GDP (current US$),Central African Republic
1189,CAF,2012,2510126699.05356,GDP (current US$),Central African Republic
1190,CAF,2011,2437982839.63072,GDP (current US$),Central African Republic
1191,CAF,2010,2142591375.85053,GDP (current US$),Central African Republic
1192,CAF,2009,2059094048.26019,GDP (current US$),Central African Republic
1193,CAF,2008,1985240986.18508,GDP (current US$),Central African Republic
1194,CAF,2007,1697565948.65323,GDP (current US$),Central African Republic
1195,CAF,2006,1460561215.4447,GDP (current US$),Central African Republic
1196,CAF,2005,1337362392.15225,GDP (current US$),Central African Republic
1197,CAF,2004,1270080250.65268,GDP (current US$),Central African Republic
1198,CAF,2003,1139754799.16304,GDP (current US$),Central African Republic
1199,CAF,2002,991387870.12463,GDP (current US$),Central African Republic
1200,CAF,2001,931833302.752857,GDP (current US$),Central African Republic
1201,CAF,2000,914500299.097034,GDP (current US$),Central African Republic
1202,CAF,1999,999477510.686632,GDP (current US$),Central African Republic
1203,CAF,1998,967338348.658314,GDP (current US$),Central African Republic
1204,CAF,1997,937741468.029676,GDP (current US$),Central African Republic
1205,CAF,1996,1007791186.20106,GDP (current US$),Central African Republic
1206,CAF,1995,1115389731.79119,GDP (current US$),Central African Republic
1207,CAF,1994,851174350.649409,GDP (current US$),Central African Republic
1208,CAF,1993,1278781166.72188,GDP (current US$),Central African Republic
1209,CAF,1992,1411917558.45855,GDP (current US$),Central African Republic
1210,CAF,1991,1377375030.52921,GDP (current US$),Central African Republic
1211,CAF,1990,1440711395.67069,GDP (current US$),Central African Republic
1212,CAF,1989,1233930277.04922,GDP (current US$),Central African Republic
1213,CAF,1988,1264899368.20165,GDP (current US$),Central African Republic
1214,CAF,1987,1200991825.95398,GDP (current US$),Central African Republic
1215,CAF,1986,1122265026.38274,GDP (current US$),Central African Republic
1216,TCD,2017,10000395242.1457,GDP (current US$),Chad
1217,TCD,2016,10097778353.7651,GDP (current US$),Chad
1218,TCD,2015,10950392219.9104,GDP (current US$),Chad
1219,TCD,2014,13940768065.6063,GDP (current US$),Chad
1220,TCD,2013,12953535495.8781,GDP (current US$),Chad
1221,TCD,2012,12367363677.6199,GDP (current US$),Chad
1222,TCD,2011,12172309522.6172,GDP (current US$),Chad
1223,TCD,2010,10668102734.8132,GDP (current US$),Chad
1224,TCD,2009,9253484108.49701,GDP (current US$),Chad
1225,TCD,2008,10351932604.4154,GDP (current US$),Chad
1226,TCD,2007,8638711442.7705,GDP (current US$),Chad
1227,TCD,2006,7422102655.98832,GDP (current US$),Chad
1228,TCD,2005,6646663561.2656,GDP (current US$),Chad
1229,TCD,2004,4414929219.99649,GDP (current US$),Chad
1230,TCD,2003,2736666515.8294,GDP (current US$),Chad
1231,TCD,2002,1987622279.11463,GDP (current US$),Chad
1232,TCD,2001,1709347793.32873,GDP (current US$),Chad
1233,TCD,2000,1385058161.76746,GDP (current US$),Chad
1234,TCD,1999,1534673583.2487,GDP (current US$),Chad
1235,TCD,1998,1744794457.276,GDP (current US$),Chad
1236,TCD,1997,1544689502.82472,GDP (current US$),Chad
1237,TCD,1996,1607345450.04578,GDP (current US$),Chad
1238,TCD,1995,1445919969.89272,GDP (current US$),Chad
1239,TCD,1994,1179837954.72193,GDP (current US$),Chad
1240,TCD,1993,1463251055.40068,GDP (current US$),Chad
1241,TCD,1992,1881847676.80752,GDP (current US$),Chad
1242,TCD,1991,1877138041.64308,GDP (current US$),Chad
1243,TCD,1990,1738605558.05432,GDP (current US$),Chad
1244,TCD,1989,1433686309.83642,GDP (current US$),Chad
1245,TCD,1988,1482597298.88718,GDP (current US$),Chad
1246,TCD,1987,1163426850.65015,GDP (current US$),Chad
1247,TCD,1986,1067828247.23577,GDP (current US$),Chad
1248,CHI,2017,,GDP (current US$),Channel Islands
1249,CHI,2016,,GDP (current US$),Channel Islands
1250,CHI,2015,,GDP (current US$),Channel Islands
1251,CHI,2014,,GDP (current US$),Channel Islands
1252,CHI,2013,,GDP (current US$),Channel Islands
1253,CHI,2012,,GDP (current US$),Channel Islands
1254,CHI,2011,,GDP (current US$),Channel Islands
1255,CHI,2010,,GDP (current US$),Channel Islands
1256,CHI,2009,,GDP (current US$),Channel Islands
1257,CHI,2008,,GDP (current US$),Channel Islands
1258,CHI,2007,11514605842.3369,GDP (current US$),Channel Islands
1259,CHI,2006,9676172953.08188,GDP (current US$),Channel Islands
1260,CHI,2005,8827272727.27273,GDP (current US$),Channel Islands
1261,CHI,2004,8553643354.08275,GDP (current US$),Channel Islands
1262,CHI,2003,7332244897.95918,GDP (current US$),Channel Islands
1263,CHI,2002,6663669064.7482,GDP (current US$),Channel Islands
1264,CHI,2001,6232906290.4851,GDP (current US$),Channel Islands
1265,CHI,2000,6439703434.71024,GDP (current US$),Channel Islands
1266,CHI,1999,6262740656.85164,GDP (current US$),Channel Islands
1267,CHI,1998,5945677376.61477,GDP (current US$),Channel Islands
1268,CHI,1997,,GDP (current US$),Channel Islands
1269,CHI,1996,,GDP (current US$),Channel Islands
1270,CHI,1995,,GDP (current US$),Channel Islands
1271,CHI,1994,,GDP (current US$),Channel Islands
1272,CHI,1993,,GDP (current US$),Channel Islands
1273,CHI,1992,,GDP (current US$),Channel Islands
1274,CHI,1991,,GDP (current US$),Channel Islands
1275,CHI,1990,,GDP (current US$),Channel Islands
1276,CHI,1989,,GDP (current US$),Channel Islands
1277,CHI,1988,,GDP (current US$),Channel Islands
1278,CHI,1987,,GDP (current US$),Channel Islands
1279,CHI,1986,,GDP (current US$),Channel Islands
1280,CHL,2017,277044950259.009,GDP (current US$),Chile
1281,CHL,2016,250440136356.127,GDP (current US$),Chile
1282,CHL,2015,243919085308.936,GDP (current US$),Chile
1283,CHL,2014,260541629960.664,GDP (current US$),Chile
1284,CHL,2013,278384345259.377,GDP (current US$),Chile
1285,CHL,2012,267122320056.702,GDP (current US$),Chile
1286,CHL,2011,252251992029.442,GDP (current US$),Chile
1287,CHL,2010,218537551220.071,GDP (current US$),Chile
1288,CHL,2009,172389498444.621,GDP (current US$),Chile
1289,CHL,2008,179638496278.574,GDP (current US$),Chile
1290,CHL,2007,173605968179.255,GDP (current US$),Chile
1291,CHL,2006,154788024805.808,GDP (current US$),Chile
1292,CHL,2005,122964812046.073,GDP (current US$),Chile
1293,CHL,2004,99210392857.6116,GDP (current US$),Chile
1294,CHL,2003,75643459839.6008,GDP (current US$),Chile
1295,CHL,2002,69736811435.1032,GDP (current US$),Chile
1296,CHL,2001,70979923960.3742,GDP (current US$),Chile
1297,CHL,2000,77860932151.8471,GDP (current US$),Chile
1298,CHL,1999,75173794497.0321,GDP (current US$),Chile
1299,CHL,1998,81577430181.4074,GDP (current US$),Chile
1300,CHL,1997,84952360922.4679,GDP (current US$),Chile
1301,CHL,1996,78039572221.6024,GDP (current US$),Chile
1302,CHL,1995,73447063319.3034,GDP (current US$),Chile
1303,CHL,1994,57008425295.8256,GDP (current US$),Chile
1304,CHL,1993,49297773130.1185,GDP (current US$),Chile
1305,CHL,1992,45964327558.8836,GDP (current US$),Chile
1306,CHL,1991,37834793730.3133,GDP (current US$),Chile
1307,CHL,1990,33113887817.9731,GDP (current US$),Chile
1308,CHL,1989,29885685142.9107,GDP (current US$),Chile
1309,CHL,1988,26040229793.0697,GDP (current US$),Chile
1310,CHL,1987,22255407684.6999,GDP (current US$),Chile
1311,CHL,1986,18891048818.7426,GDP (current US$),Chile
1312,CHN,2017,12310408652423.5,GDP (current US$),China
1313,CHN,2016,11233277146512.2,GDP (current US$),China
1314,CHN,2015,11061552790044.2,GDP (current US$),China
1315,CHN,2014,10475682846632.2,GDP (current US$),China
1316,CHN,2013,9570405758739.79,GDP (current US$),China
1317,CHN,2012,8532230724141.76,GDP (current US$),China
1318,CHN,2011,7551500425597.77,GDP (current US$),China
1319,CHN,2010,6087164527421.24,GDP (current US$),China
1320,CHN,2009,5101702432883.45,GDP (current US$),China
1321,CHN,2008,4594306848763.08,GDP (current US$),China
1322,CHN,2007,3550342425238.25,GDP (current US$),China
1323,CHN,2006,2752131773355.16,GDP (current US$),China
1324,CHN,2005,2285965892360.54,GDP (current US$),China
1325,CHN,2004,1955347004963.27,GDP (current US$),China
1326,CHN,2003,1660287965662.68,GDP (current US$),China
1327,CHN,2002,1470550015081.55,GDP (current US$),China
1328,CHN,2001,1339395718865.3,GDP (current US$),China
1329,CHN,2000,1211346869605.24,GDP (current US$),China
1330,CHN,1999,1093997267271.06,GDP (current US$),China
1331,CHN,1998,1029043097554.08,GDP (current US$),China
1332,CHN,1997,961603952951.82,GDP (current US$),China
1333,CHN,1996,863746717503.789,GDP (current US$),China
1334,CHN,1995,734547898220.508,GDP (current US$),China
1335,CHN,1994,564324670005.917,GDP (current US$),China
1336,CHN,1993,444731282436.762,GDP (current US$),China
1337,CHN,1992,426915712711.146,GDP (current US$),China
1338,CHN,1991,383373318083.624,GDP (current US$),China
1339,CHN,1990,360857912565.966,GDP (current US$),China
1340,CHN,1989,347768051311.741,GDP (current US$),China
1341,CHN,1988,312353631207.819,GDP (current US$),China
1342,CHN,1987,272972974764.574,GDP (current US$),China
1343,CHN,1986,300758100107.246,GDP (current US$),China
1344,COL,2017,311883730442.045,GDP (current US$),Colombia
1345,COL,2016,282825012368.255,GDP (current US$),Colombia
1346,COL,2015,293481753078.868,GDP (current US$),Colombia
1347,COL,2014,381112110485.384,GDP (current US$),Colombia
1348,COL,2013,382116120909.218,GDP (current US$),Colombia
1349,COL,2012,370921317942.563,GDP (current US$),Colombia
1350,COL,2011,334943877377.471,GDP (current US$),Colombia
1351,COL,2010,286563099757.481,GDP (current US$),Colombia
1352,COL,2009,232397835356.345,GDP (current US$),Colombia
1353,COL,2008,242186949772.533,GDP (current US$),Colombia
1354,COL,2007,206181823187.674,GDP (current US$),Colombia
1355,COL,2006,161618580752.945,GDP (current US$),Colombia
1356,COL,2005,145619193046.094,GDP (current US$),Colombia
1357,COL,2004,117081522238.324,GDP (current US$),Colombia
1358,COL,2003,94641380063.574,GDP (current US$),Colombia
1359,COL,2002,97963002598.6223,GDP (current US$),Colombia
1360,COL,2001,98211751481.7967,GDP (current US$),Colombia
1361,COL,2000,99886577330.7271,GDP (current US$),Colombia
1362,COL,1999,86186158684.7685,GDP (current US$),Colombia
1363,COL,1998,98443739941.1664,GDP (current US$),Colombia
1364,COL,1997,106659508271.255,GDP (current US$),Colombia
1365,COL,1996,97160109277.8087,GDP (current US$),Colombia
1366,COL,1995,92507279383.0387,GDP (current US$),Colombia
1367,COL,1994,81703500846.0364,GDP (current US$),Colombia
1368,COL,1993,66446804802.5747,GDP (current US$),Colombia
1369,COL,1992,58418985443.3172,GDP (current US$),Colombia
1370,COL,1991,49175565911.0655,GDP (current US$),Colombia
1371,COL,1990,47844090709.9908,GDP (current US$),Colombia
1372,COL,1989,39540080200.3938,GDP (current US$),Colombia
1373,COL,1988,39212550050.4223,GDP (current US$),Colombia
1374,COL,1987,36373307085.0887,GDP (current US$),Colombia
1375,COL,1986,34942489683.9712,GDP (current US$),Colombia
1376,COM,2017,1077439662.5798,GDP (current US$),Comoros
1377,COM,2016,1012835518.26037,GDP (current US$),Comoros
1378,COM,2015,966029542.038859,GDP (current US$),Comoros
1379,COM,2014,1149587651.69395,GDP (current US$),Comoros
1380,COM,2013,1116224161.07781,GDP (current US$),Comoros
1381,COM,2012,1015843368.79008,GDP (current US$),Comoros
1382,COM,2011,1023086183.79822,GDP (current US$),Comoros
1383,COM,2010,907978723.547592,GDP (current US$),Comoros
1384,COM,2009,901711442.285944,GDP (current US$),Comoros
1385,COM,2008,911967428.713838,GDP (current US$),Comoros
1386,COM,2007,794621676.487681,GDP (current US$),Comoros
1387,COM,2006,697810988.051543,GDP (current US$),Comoros
1388,COM,2005,653584808.745573,GDP (current US$),Comoros
1389,COM,2004,632570092.207793,GDP (current US$),Comoros
1390,COM,2003,545658929.044587,GDP (current US$),Comoros
1391,COM,2002,423962976.722333,GDP (current US$),Comoros
1392,COM,2001,378180913.355762,GDP (current US$),Comoros
1393,COM,2000,350264287.687331,GDP (current US$),Comoros
1394,COM,1999,382454989.945311,GDP (current US$),Comoros
1395,COM,1998,370106776.043329,GDP (current US$),Comoros
1396,COM,1997,364445589.702365,GDP (current US$),Comoros
1397,COM,1996,396053797.633321,GDP (current US$),Comoros
1398,COM,1995,398461789.558686,GDP (current US$),Comoros
1399,COM,1994,319189200.353123,GDP (current US$),Comoros
1400,COM,1993,452881443.084162,GDP (current US$),Comoros
1401,COM,1992,457388578.924144,GDP (current US$),Comoros
1402,COM,1991,424108796.562976,GDP (current US$),Comoros
1403,COM,1990,429622147.743446,GDP (current US$),Comoros
1404,COM,1989,341476764.044267,GDP (current US$),Comoros
1405,COM,1988,356500026.691673,GDP (current US$),Comoros
1406,COM,1987,337525870.616968,GDP (current US$),Comoros
1407,COM,1986,279197696.814639,GDP (current US$),Comoros
1408,COD,2017,38019265625.8845,GDP (current US$),"Congo, Dem. Rep."
1409,COD,2016,37134799974.5225,GDP (current US$),"Congo, Dem. Rep."
1410,COD,2015,37917704900.0794,GDP (current US$),"Congo, Dem. Rep."
1411,COD,2014,35909040265.9328,GDP (current US$),"Congo, Dem. Rep."
1412,COD,2013,32679745297.6453,GDP (current US$),"Congo, Dem. Rep."
1413,COD,2012,29306235826.3886,GDP (current US$),"Congo, Dem. Rep."
1414,COD,2011,25839749198.8233,GDP (current US$),"Congo, Dem. Rep."
1415,COD,2010,21565720044.4634,GDP (current US$),"Congo, Dem. Rep."
1416,COD,2009,18648373312.4241,GDP (current US$),"Congo, Dem. Rep."
1417,COD,2008,19788515873.8942,GDP (current US$),"Congo, Dem. Rep."
1418,COD,2007,16737071816.38,GDP (current US$),"Congo, Dem. Rep."
1419,COD,2006,14451902467.9315,GDP (current US$),"Congo, Dem. Rep."
1420,COD,2005,11964484667.9102,GDP (current US$),"Congo, Dem. Rep."
1421,COD,2004,10297483481.223,GDP (current US$),"Congo, Dem. Rep."
1422,COD,2003,8937567059.87754,GDP (current US$),"Congo, Dem. Rep."
1423,COD,2002,8728038525.14034,GDP (current US$),"Congo, Dem. Rep."
1424,COD,2001,7438189100.33333,GDP (current US$),"Congo, Dem. Rep."
1425,COD,2000,19088046305.7971,GDP (current US$),"Congo, Dem. Rep."
1426,COD,1999,4711259427.27273,GDP (current US$),"Congo, Dem. Rep."
1427,COD,1998,6215591269.89747,GDP (current US$),"Congo, Dem. Rep."
1428,COD,1997,6090840548.18784,GDP (current US$),"Congo, Dem. Rep."
1429,COD,1996,5771454939.62404,GDP (current US$),"Congo, Dem. Rep."
1430,COD,1995,5643439376.10491,GDP (current US$),"Congo, Dem. Rep."
1431,COD,1994,5820382248.28202,GDP (current US$),"Congo, Dem. Rep."
1432,COD,1993,10706259936.7425,GDP (current US$),"Congo, Dem. Rep."
1433,COD,1992,8227343907.26679,GDP (current US$),"Congo, Dem. Rep."
1434,COD,1991,9625436872.51075,GDP (current US$),"Congo, Dem. Rep."
1435,COD,1990,9349764580.36997,GDP (current US$),"Congo, Dem. Rep."
1436,COD,1989,9021862775.25978,GDP (current US$),"Congo, Dem. Rep."
1437,COD,1988,8861299976.74158,GDP (current US$),"Congo, Dem. Rep."
1438,COD,1987,7661625472.57705,GDP (current US$),"Congo, Dem. Rep."
1439,COD,1986,8095367168.21769,GDP (current US$),"Congo, Dem. Rep."
1440,COG,2017,9035182061.96536,GDP (current US$),"Congo, Rep."
1441,COG,2016,9041986778.39021,GDP (current US$),"Congo, Rep."
1442,COG,2015,8556594871.17728,GDP (current US$),"Congo, Rep."
1443,COG,2014,14196322768.2912,GDP (current US$),"Congo, Rep."
1444,COG,2013,14089855509.0954,GDP (current US$),"Congo, Rep."
1445,COG,2012,13677147848.3372,GDP (current US$),"Congo, Rep."
1446,COG,2011,14444509755.5727,GDP (current US$),"Congo, Rep."
1447,COG,2010,12019594809.3986,GDP (current US$),"Congo, Rep."
1448,COG,2009,9593537550.75063,GDP (current US$),"Congo, Rep."
1449,COG,2008,11859013280.9951,GDP (current US$),"Congo, Rep."
1450,COG,2007,8394688284.06224,GDP (current US$),"Congo, Rep."
1451,COG,2006,7731261310.93322,GDP (current US$),"Congo, Rep."
1452,COG,2005,6087003176.11624,GDP (current US$),"Congo, Rep."
1453,COG,2004,4648628921.36969,GDP (current US$),"Congo, Rep."
1454,COG,2003,3495868808.0512,GDP (current US$),"Congo, Rep."
1455,COG,2002,3019993738.77492,GDP (current US$),"Congo, Rep."
1456,COG,2001,2794259783.08097,GDP (current US$),"Congo, Rep."
1457,COG,2000,3219910550.39332,GDP (current US$),"Congo, Rep."
1458,COG,1999,2353909563.94122,GDP (current US$),"Congo, Rep."
1459,COG,1998,1949481296.60762,GDP (current US$),"Congo, Rep."
1460,COG,1997,2322718991.26458,GDP (current US$),"Congo, Rep."
1461,COG,1996,2540697688.05698,GDP (current US$),"Congo, Rep."
1462,COG,1995,2116003977.97529,GDP (current US$),"Congo, Rep."
1463,COG,1994,1769365425.04053,GDP (current US$),"Congo, Rep."
1464,COG,1993,1918970032.40865,GDP (current US$),"Congo, Rep."
1465,COG,1992,2933222714.11506,GDP (current US$),"Congo, Rep."
1466,COG,1991,2724853592.73382,GDP (current US$),"Congo, Rep."
1467,COG,1990,2798746050.58228,GDP (current US$),"Congo, Rep."
1468,COG,1989,2389593021.94868,GDP (current US$),"Congo, Rep."
1469,COG,1988,2212536313.33476,GDP (current US$),"Congo, Rep."
1470,COG,1987,2297753649.27962,GDP (current US$),"Congo, Rep."
1471,COG,1986,1849268214.68181,GDP (current US$),"Congo, Rep."
1472,CRI,2017,58481858042.5721,GDP (current US$),Costa Rica
1473,CRI,2016,57157992434.1805,GDP (current US$),Costa Rica
1474,CRI,2015,54775994478.5095,GDP (current US$),Costa Rica
1475,CRI,2014,50577769837.7462,GDP (current US$),Costa Rica
1476,CRI,2013,49745088111.6953,GDP (current US$),Costa Rica
1477,CRI,2012,46473128285.5589,GDP (current US$),Costa Rica
1478,CRI,2011,42262697840.385,GDP (current US$),Costa Rica
1479,CRI,2010,37268614024.3178,GDP (current US$),Costa Rica
1480,CRI,2009,30562361123.0307,GDP (current US$),Costa Rica
1481,CRI,2008,30612927059.0967,GDP (current US$),Costa Rica
1482,CRI,2007,26743972564.1217,GDP (current US$),Costa Rica
1483,CRI,2006,22602721765.2812,GDP (current US$),Costa Rica
1484,CRI,2005,19948261084.3726,GDP (current US$),Costa Rica
1485,CRI,2004,18528955524.6272,GDP (current US$),Costa Rica
1486,CRI,2003,17196009811.1172,GDP (current US$),Costa Rica
1487,CRI,2002,16504795592.7964,GDP (current US$),Costa Rica
1488,CRI,2001,15913363440.5692,GDP (current US$),Costa Rica
1489,CRI,2000,14949514493.332,GDP (current US$),Costa Rica
1490,CRI,1999,14195623342.9011,GDP (current US$),Costa Rica
1491,CRI,1998,13617405297.2511,GDP (current US$),Costa Rica
1492,CRI,1997,12552071487.9622,GDP (current US$),Costa Rica
1493,CRI,1996,11618286652.063,GDP (current US$),Costa Rica
1494,CRI,1995,11513472785.7262,GDP (current US$),Costa Rica
1495,CRI,1994,10432619325.4203,GDP (current US$),Costa Rica
1496,CRI,1993,9537297723.10523,GDP (current US$),Costa Rica
1497,CRI,1992,8528593420.53123,GDP (current US$),Costa Rica
1498,CRI,1991,7168999670.01552,GDP (current US$),Costa Rica
1499,CRI,1990,5711687786.75989,GDP (current US$),Costa Rica
1500,CRI,1989,5251025767.47627,GDP (current US$),Costa Rica
1501,CRI,1988,4614629898.40348,GDP (current US$),Costa Rica
1502,CRI,1987,4532952047.15628,GDP (current US$),Costa Rica
1503,CRI,1986,4418983870.96774,GDP (current US$),Costa Rica
1504,CIV,2017,51588158717.5348,GDP (current US$),Cote d'Ivoire
1505,CIV,2016,47964234560.0514,GDP (current US$),Cote d'Ivoire
1506,CIV,2015,45814637971.4745,GDP (current US$),Cote d'Ivoire
1507,CIV,2014,35363533865.7272,GDP (current US$),Cote d'Ivoire
1508,CIV,2013,31273074527.6975,GDP (current US$),Cote d'Ivoire
1509,CIV,2012,26789047554.5988,GDP (current US$),Cote d'Ivoire
1510,CIV,2011,25414875503.0784,GDP (current US$),Cote d'Ivoire
